*.event,event,*.timestamp,timestamp,*.distinct_id,distinct_id,*.properties.$geoip_country_name,*.properties.browser_language,*.properties.extension_version,*.properties.error_class,*.properties.error_codes.0,*.properties.error_count,*.properties.reason,*.properties.status,*.properties.session_count,*.properties.session_duration_seconds
message_rendered,message_rendered,2026-07-04T15:08:20.085Z,2026-07-04T15:08:20.085Z,user_1229,user_1229,Spain,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:08:24.149Z,2026-07-04T15:08:24.149Z,user_1233,user_1233,India,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:08:31.642Z,2026-07-04T15:08:31.642Z,user_1045,user_1045,Brazil,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:08:36.083Z,2026-07-04T15:08:36.083Z,user_1112,user_1112,Germany,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:08:40.494Z,2026-07-04T15:08:40.494Z,user_1095,user_1095,Switzerland,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:08:53.423Z,2026-07-04T15:08:53.423Z,user_1083,user_1083,Germany,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:09:09.512Z,2026-07-04T15:09:09.512Z,user_1164,user_1164,Germany,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:10:15.207Z,2026-07-04T15:10:15.207Z,user_1144,user_1144,Spain,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:10:32.148Z,2026-07-04T15:10:32.148Z,user_1223,user_1223,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:10:37.689Z,2026-07-04T15:10:37.689Z,user_1080,user_1080,Brazil,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:10:42.082Z,2026-07-04T15:10:42.082Z,user_1234,user_1234,Brazil,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:04.546Z,2026-07-04T15:11:04.546Z,user_1242,user_1242,Germany,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:22.253Z,2026-07-04T15:11:22.253Z,user_1120,user_1120,India,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:23.522Z,2026-07-04T15:11:23.522Z,user_1161,user_1161,Switzerland,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:25.730Z,2026-07-04T15:11:25.730Z,user_1236,user_1236,United States,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:34.714Z,2026-07-04T15:11:34.714Z,user_1095,user_1095,Switzerland,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:35.779Z,2026-07-04T15:11:35.779Z,user_1169,user_1169,Brazil,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:38.558Z,2026-07-04T15:11:38.558Z,user_1201,user_1201,United States,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:41.285Z,2026-07-04T15:11:41.285Z,user_1008,user_1008,India,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:43.433Z,2026-07-04T15:11:43.433Z,user_1214,user_1214,Switzerland,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:50.261Z,2026-07-04T15:11:50.261Z,user_1011,user_1011,United States,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:50.976Z,2026-07-04T15:11:50.976Z,user_1031,user_1031,Spain,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:11:57.603Z,2026-07-04T15:11:57.603Z,user_1096,user_1096,India,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:12:05.564Z,2026-07-04T15:12:05.564Z,user_1160,user_1160,Spain,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:12:18.942Z,2026-07-04T15:12:18.942Z,user_1144,user_1144,Brazil,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:12:21.919Z,2026-07-04T15:12:21.919Z,user_1204,user_1204,Spain,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:12:37.058Z,2026-07-04T15:12:37.058Z,user_1034,user_1034,France,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:12:41.412Z,2026-07-04T15:12:41.412Z,user_1144,user_1144,France,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:13:09.689Z,2026-07-04T15:13:09.689Z,user_1204,user_1204,Brazil,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:13:29.554Z,2026-07-04T15:13:29.554Z,user_1036,user_1036,India,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:13:34.844Z,2026-07-04T15:13:34.844Z,user_1028,user_1028,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:13:44.882Z,2026-07-04T15:13:44.882Z,user_1019,user_1019,India,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:13:48.325Z,2026-07-04T15:13:48.325Z,user_1193,user_1193,United States,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:13:48.748Z,2026-07-04T15:13:48.748Z,user_1056,user_1056,Spain,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:03.972Z,2026-07-04T15:14:03.972Z,user_1027,user_1027,Spain,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:11.500Z,2026-07-04T15:14:11.500Z,user_1258,user_1258,Germany,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:13.958Z,2026-07-04T15:14:13.958Z,user_1158,user_1158,Switzerland,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:21.964Z,2026-07-04T15:14:21.964Z,user_1199,user_1199,India,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:31.547Z,2026-07-04T15:14:31.547Z,user_1193,user_1193,France,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:35.141Z,2026-07-04T15:14:35.141Z,user_1094,user_1094,India,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:40.461Z,2026-07-04T15:14:40.461Z,user_1141,user_1141,Switzerland,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:46.042Z,2026-07-04T15:14:46.042Z,user_1060,user_1060,Brazil,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:52.795Z,2026-07-04T15:14:52.795Z,user_1115,user_1115,India,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:54.571Z,2026-07-04T15:14:54.571Z,user_1035,user_1035,France,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:57.990Z,2026-07-04T15:14:57.990Z,user_1165,user_1165,Germany,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:14:58.935Z,2026-07-04T15:14:58.935Z,user_1018,user_1018,France,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:15:00.582Z,2026-07-04T15:15:00.582Z,user_1108,user_1108,Germany,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:15:04.804Z,2026-07-04T15:15:04.804Z,user_1191,user_1191,Switzerland,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:15:10.514Z,2026-07-04T15:15:10.514Z,user_1153,user_1153,Brazil,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:15:20.422Z,2026-07-04T15:15:20.422Z,user_1031,user_1031,United States,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:00.139Z,2026-07-04T15:16:00.139Z,user_1094,user_1094,France,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:15.099Z,2026-07-04T15:16:15.099Z,user_1169,user_1169,Switzerland,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:34.487Z,2026-07-04T15:16:34.487Z,user_1118,user_1118,Switzerland,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:43.358Z,2026-07-04T15:16:43.358Z,user_1056,user_1056,Brazil,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:50.549Z,2026-07-04T15:16:50.549Z,user_1186,user_1186,Spain,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:54.379Z,2026-07-04T15:16:54.379Z,user_1096,user_1096,Switzerland,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:59.191Z,2026-07-04T15:16:59.191Z,user_1118,user_1118,India,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:16:59.854Z,2026-07-04T15:16:59.854Z,user_1099,user_1099,Switzerland,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:17:09.594Z,2026-07-04T15:17:09.594Z,user_1115,user_1115,France,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:17:34.189Z,2026-07-04T15:17:34.189Z,user_1229,user_1229,Germany,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:17:36.706Z,2026-07-04T15:17:36.706Z,user_1183,user_1183,United States,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:17:52.561Z,2026-07-04T15:17:52.561Z,user_1169,user_1169,France,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:18:06.572Z,2026-07-04T15:18:06.572Z,user_1050,user_1050,France,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:18:08.252Z,2026-07-04T15:18:08.252Z,user_1214,user_1214,United States,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:18:19.038Z,2026-07-04T15:18:19.038Z,user_1251,user_1251,India,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:18:31.701Z,2026-07-04T15:18:31.701Z,user_1025,user_1025,Brazil,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:18:55.981Z,2026-07-04T15:18:55.981Z,user_1204,user_1204,India,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:19:03.395Z,2026-07-04T15:19:03.395Z,user_1258,user_1258,Germany,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:19:13.779Z,2026-07-04T15:19:13.779Z,user_1049,user_1049,United States,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:19:20.541Z,2026-07-04T15:19:20.541Z,user_1242,user_1242,Brazil,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:19:36.755Z,2026-07-04T15:19:36.755Z,user_1111,user_1111,Switzerland,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:19:36.871Z,2026-07-04T15:19:36.871Z,user_1099,user_1099,Spain,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:19:58.191Z,2026-07-04T15:19:58.191Z,user_1133,user_1133,United States,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:20:13.763Z,2026-07-04T15:20:13.763Z,user_1138,user_1138,Spain,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:20:13.861Z,2026-07-04T15:20:13.861Z,user_1223,user_1223,India,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:20:24.297Z,2026-07-04T15:20:24.297Z,user_1087,user_1087,United States,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:05.872Z,2026-07-04T15:21:05.872Z,user_1199,user_1199,Germany,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:17.108Z,2026-07-04T15:21:17.108Z,user_1012,user_1012,Spain,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:25.362Z,2026-07-04T15:21:25.362Z,user_1141,user_1141,Switzerland,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:33.891Z,2026-07-04T15:21:33.891Z,user_1096,user_1096,France,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:34.653Z,2026-07-04T15:21:34.653Z,user_1190,user_1190,Switzerland,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:36.360Z,2026-07-04T15:21:36.360Z,user_1198,user_1198,Spain,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:42.316Z,2026-07-04T15:21:42.316Z,user_1080,user_1080,Switzerland,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:42.859Z,2026-07-04T15:21:42.859Z,user_1042,user_1042,India,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:43.890Z,2026-07-04T15:21:43.890Z,user_1173,user_1173,Spain,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:45.465Z,2026-07-04T15:21:45.465Z,user_1065,user_1065,Spain,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:49.590Z,2026-07-04T15:21:49.590Z,user_1070,user_1070,Germany,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:56.240Z,2026-07-04T15:21:56.240Z,user_1123,user_1123,Switzerland,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:21:59.239Z,2026-07-04T15:21:59.239Z,user_1223,user_1223,Switzerland,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:00.241Z,2026-07-04T15:22:00.241Z,user_1056,user_1056,Germany,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:02.291Z,2026-07-04T15:22:02.291Z,user_1049,user_1049,Spain,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:11.876Z,2026-07-04T15:22:11.876Z,user_1229,user_1229,India,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:15.152Z,2026-07-04T15:22:15.152Z,user_1178,user_1178,France,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:19.534Z,2026-07-04T15:22:19.534Z,user_1228,user_1228,India,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:27.400Z,2026-07-04T15:22:27.400Z,user_1049,user_1049,Germany,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:31.987Z,2026-07-04T15:22:31.987Z,user_1123,user_1123,Switzerland,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:38.966Z,2026-07-04T15:22:38.966Z,user_1138,user_1138,Spain,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:22:56.913Z,2026-07-04T15:22:56.913Z,user_1173,user_1173,Spain,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:05.852Z,2026-07-04T15:23:05.852Z,user_1054,user_1054,Spain,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:17.382Z,2026-07-04T15:23:17.382Z,user_1199,user_1199,Spain,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:22.691Z,2026-07-04T15:23:22.691Z,user_1056,user_1056,Switzerland,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:30.114Z,2026-07-04T15:23:30.114Z,user_1078,user_1078,Brazil,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:35.204Z,2026-07-04T15:23:35.204Z,user_1047,user_1047,India,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:37.862Z,2026-07-04T15:23:37.862Z,user_1214,user_1214,Germany,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:44.011Z,2026-07-04T15:23:44.011Z,user_1201,user_1201,France,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:55.839Z,2026-07-04T15:23:55.839Z,user_1152,user_1152,Spain,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:56.563Z,2026-07-04T15:23:56.563Z,user_1003,user_1003,Germany,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:23:59.534Z,2026-07-04T15:23:59.534Z,user_1152,user_1152,Brazil,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:24:16.944Z,2026-07-04T15:24:16.944Z,user_1158,user_1158,India,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:24:24.663Z,2026-07-04T15:24:24.663Z,user_1127,user_1127,Brazil,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:24:26.803Z,2026-07-04T15:24:26.803Z,user_1164,user_1164,India,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:24:36.927Z,2026-07-04T15:24:36.927Z,user_1173,user_1173,United States,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:20.335Z,2026-07-04T15:25:20.335Z,user_1034,user_1034,Switzerland,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:23.099Z,2026-07-04T15:25:23.099Z,user_1223,user_1223,Brazil,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:28.741Z,2026-07-04T15:25:28.741Z,user_1034,user_1034,Brazil,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:36.268Z,2026-07-04T15:25:36.268Z,user_1078,user_1078,United States,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:46.027Z,2026-07-04T15:25:46.027Z,user_1228,user_1228,France,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:48.512Z,2026-07-04T15:25:48.512Z,user_1065,user_1065,India,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:55.458Z,2026-07-04T15:25:55.458Z,user_1233,user_1233,Switzerland,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:25:56.273Z,2026-07-04T15:25:56.273Z,user_1258,user_1258,Germany,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:02.773Z,2026-07-04T15:26:02.773Z,user_1018,user_1018,Switzerland,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:11.557Z,2026-07-04T15:26:11.557Z,user_1018,user_1018,Germany,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:17.741Z,2026-07-04T15:26:17.741Z,user_1079,user_1079,United States,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:24.058Z,2026-07-04T15:26:24.058Z,user_1087,user_1087,United States,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:28.458Z,2026-07-04T15:26:28.458Z,user_1050,user_1050,Switzerland,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:50.258Z,2026-07-04T15:26:50.258Z,user_1110,user_1110,Switzerland,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:26:56.145Z,2026-07-04T15:26:56.145Z,user_1242,user_1242,India,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:27:38.668Z,2026-07-04T15:27:38.668Z,user_1054,user_1054,United States,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:27:40.027Z,2026-07-04T15:27:40.027Z,user_1070,user_1070,India,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:27:40.767Z,2026-07-04T15:27:40.767Z,user_1053,user_1053,India,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:27:58.929Z,2026-07-04T15:27:58.929Z,user_1199,user_1199,Switzerland,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:27:59.095Z,2026-07-04T15:27:59.095Z,user_1138,user_1138,United States,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:28:04.140Z,2026-07-04T15:28:04.140Z,user_1214,user_1214,Spain,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:28:05.006Z,2026-07-04T15:28:05.006Z,user_1208,user_1208,Switzerland,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:28:36.430Z,2026-07-04T15:28:36.430Z,user_1257,user_1257,Switzerland,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:28:37.197Z,2026-07-04T15:28:37.197Z,user_1178,user_1178,Germany,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:01.144Z,2026-07-04T15:29:01.144Z,user_1223,user_1223,Brazil,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:02.229Z,2026-07-04T15:29:02.229Z,user_1008,user_1008,Germany,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:30.800Z,2026-07-04T15:29:30.800Z,user_1146,user_1146,Switzerland,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:39.682Z,2026-07-04T15:29:39.682Z,user_1075,user_1075,Germany,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:45.242Z,2026-07-04T15:29:45.242Z,user_1043,user_1043,France,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:45.379Z,2026-07-04T15:29:45.379Z,user_1115,user_1115,France,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:29:45.577Z,2026-07-04T15:29:45.577Z,user_1071,user_1071,Spain,hi-IN,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:30:00.306Z,2026-07-04T15:30:00.306Z,user_1202,user_1202,United States,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:30:13.651Z,2026-07-04T15:30:13.651Z,user_1095,user_1095,United States,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:30:23.840Z,2026-07-04T15:30:23.840Z,user_1201,user_1201,France,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:30:26.450Z,2026-07-04T15:30:26.450Z,user_1079,user_1079,India,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:30:45.588Z,2026-07-04T15:30:45.588Z,user_1229,user_1229,Germany,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:31:02.958Z,2026-07-04T15:31:02.958Z,user_1025,user_1025,Germany,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:31:13.738Z,2026-07-04T15:31:13.738Z,user_1173,user_1173,Germany,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:31:26.639Z,2026-07-04T15:31:26.639Z,user_1060,user_1060,Spain,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:31:34.132Z,2026-07-04T15:31:34.132Z,user_1045,user_1045,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:32:39.000Z,2026-07-04T15:32:39.000Z,user_1103,user_1103,Germany,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:32:42.555Z,2026-07-04T15:32:42.555Z,user_1087,user_1087,France,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:07.562Z,2026-07-04T15:33:07.562Z,user_1181,user_1181,India,pt-BR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:07.996Z,2026-07-04T15:33:07.996Z,user_1094,user_1094,Brazil,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:09.316Z,2026-07-04T15:33:09.316Z,user_1199,user_1199,India,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:16.474Z,2026-07-04T15:33:16.474Z,user_1183,user_1183,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:29.265Z,2026-07-04T15:33:29.265Z,user_1025,user_1025,France,de-DE,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:45.366Z,2026-07-04T15:33:45.366Z,user_1223,user_1223,France,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:33:57.131Z,2026-07-04T15:33:57.131Z,user_1111,user_1111,Spain,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:34:09.541Z,2026-07-04T15:34:09.541Z,user_1110,user_1110,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:34:18.904Z,2026-07-04T15:34:18.904Z,user_1153,user_1153,India,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:34:20.490Z,2026-07-04T15:34:20.490Z,user_1138,user_1138,France,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:34:32.828Z,2026-07-04T15:34:32.828Z,user_1155,user_1155,Germany,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:34:40.130Z,2026-07-04T15:34:40.130Z,user_1169,user_1169,Germany,en-US,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:34:40.372Z,2026-07-04T15:34:40.372Z,user_1191,user_1191,Germany,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:05.782Z,2026-07-04T15:35:05.782Z,user_1008,user_1008,Spain,fr-FR,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:09.158Z,2026-07-04T15:35:09.158Z,user_1127,user_1127,Germany,en-US,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:16.221Z,2026-07-04T15:35:16.221Z,user_1075,user_1075,France,hi-IN,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:16.552Z,2026-07-04T15:35:16.552Z,user_1169,user_1169,Germany,de-CH,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:18.033Z,2026-07-04T15:35:18.033Z,user_1028,user_1028,France,de-CH,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:25.357Z,2026-07-04T15:35:25.357Z,user_1158,user_1158,Brazil,es-ES,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:28.880Z,2026-07-04T15:35:28.880Z,user_1258,user_1258,India,de-DE,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:35.842Z,2026-07-04T15:35:35.842Z,user_1141,user_1141,Spain,es-ES,1.2.1,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:51.058Z,2026-07-04T15:35:51.058Z,user_1133,user_1133,France,fr-FR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:35:51.744Z,2026-07-04T15:35:51.744Z,user_1080,user_1080,India,pt-BR,1.2.0,,,,,,,
message_rendered,message_rendered,2026-07-04T15:36:47.736Z,2026-07-04T15:36:47.736Z,user_1099,user_1099,Spain,de-DE,1.2.1,,,,,,,
